Date,open,close,low,high,volume,macd_12_26_9,macdh_12_26_9,macds_12_26_9
2021-12-18 00:00:00+00:00,46219.25390625,46848.77734375,45598.44140625,47313.828125,26098292690,,,
2021-12-19 00:00:00+00:00,46853.8671875,46707.015625,46502.953125,48089.6640625,25154053861,,,
2021-12-20 00:00:00+00:00,46707.0625,46880.27734375,45579.80859375,47401.71875,30961902129,-2922.9686455726405,,
2021-12-21 00:00:00+00:00,46886.078125,48936.61328125,46698.7734375,49300.91796875,27055803928,-2638.8319214866206,,
2021-12-22 00:00:00+00:00,48937.09765625,48628.51171875,48450.94140625,49544.796875,24447979559,-2410.723422741321,,
2021-12-23 00:00:00+00:00,48626.34375,50784.5390625,48065.8359375,51332.33984375,28223878108,-2032.5425211147667,,
2021-12-24 00:00:00+00:00,50806.05078125,50822.1953125,50514.49609375,51814.02734375,24367912228,-1710.0801478048961,,
2021-12-25 00:00:00+00:00,50854.91796875,50429.859375,50236.70703125,51176.59765625,19030650914,-1469.248048085712,,
2021-12-26 00:00:00+00:00,50428.69140625,50809.515625,49623.10546875,51196.37890625,20964372926,-1233.5323939115915,,
2021-12-27 00:00:00+00:00,50802.609375,50640.41796875,50499.46875,51956.328125,24324345758,-1048.2868095852973,,
2021-12-28 00:00:00+00:00,50679.859375,47588.85546875,47414.2109375,50679.859375,33430376883,-1134.6345790209816,709.9041420149993,-1844.5387210359809
2021-12-29 00:00:00+00:00,47623.87109375,46444.7109375,46201.49609375,48119.7421875,30049226299,-1280.6264455558266,451.1298203841234,-1731.75626593995
2021-12-30 00:00:00+00:00,46490.60546875,47178.125,46060.3125,47879.96484375,26686491018,-1321.907538903004,327.8789816295571,-1649.786520532561
2021-12-31 00:00:00+00:00,47169.37109375,46306.4453125,45819.953125,48472.52734375,36974172400,-1408.721504045061,192.8520131900002,-1601.5735172350612
2022-01-01 00:00:00+00:00,46311.74609375,47686.8125,46288.484375,47827.3125,24582667004,-1350.5695756914502,200.80315323488912,-1551.3727289263393
2022-01-02 00:00:00+00:00,47680.92578125,47345.21875,46856.9375,47881.40625,27951569547,-1316.8674856629368,187.60419461072206,-1504.4716802736589
2022-01-03 00:00:00+00:00,47343.54296875,46458.1171875,45835.96484375,47510.7265625,33071628362,-1346.2216140091186,126.60005301163233,-1472.821667020751
2022-01-04 00:00:00+00:00,46458.8515625,45897.57421875,45752.46484375,47406.546875,42494677905,-1398.5939842773878,59.38214619469068,-1457.9761304720785
2022-01-05 00:00:00+00:00,45899.359375,43569.00390625,42798.22265625,46929.046875,36851084859,-1609.442971846227,-121.17347309931893,-1488.269498746908
2022-01-06 00:00:00+00:00,43565.51171875,43160.9296875,42645.5390625,43748.71875,30208048289,-1788.849746259475,-240.46419801005345,-1548.3855482494216
2022-01-07 00:00:00+00:00,43153.5703125,41557.90234375,41077.4453125,43153.5703125,84196607520,-2036.9016824520731,-390.812907362121,-1646.0887750899522
2022-01-08 00:00:00+00:00,41561.46484375,41733.94140625,40672.27734375,42228.94140625,28066355845,-2193.988810580726,-438.32002839261895,-1755.668782188107
2022-01-09 00:00:00+00:00,41734.7265625,41911.6015625,41338.16015625,42663.94921875,21294384372,-2277.8877297204817,-417.7751580258998,-1860.112571694582
2022-01-10 00:00:00+00:00,41910.23046875,41821.26171875,39796.5703125,42199.484375,32104232331,-2324.8682638217724,-371.8045537017524,-1953.06371012002
2022-01-11 00:00:00+00:00,41819.5078125,42735.85546875,41407.75390625,43001.15625,26327648900,-2262.2231037721067,-247.32751492166926,-2014.8955888504374
2022-01-12 00:00:00+00:00,42742.1796875,43949.1015625,42528.98828125,44135.3671875,33499938689,-2090.5786534765284,-60.546451700872694,-2030.0322017756557
2022-01-13 00:00:00+00:00,43946.7421875,42591.5703125,42447.04296875,44278.421875,47691135082,-2040.5682163107485,-8.428811628074072,-2032.1394046826745
2022-01-14 00:00:00+00:00,42598.87109375,43099.69921875,41982.6171875,43346.6875,23577403399,-1937.5974115790377,75.63359448290953,-2013.2310060619473
2022-01-15 00:00:00+00:00,43101.8984375,43177.3984375,42669.03515625,43724.671875,18371348298,-1828.6431692071346,147.67026948385023,-1976.3134386909849
2022-01-16 00:00:00+00:00,43172.0390625,43113.87890625,42691.0234375,43436.80859375,17902097845,-1727.5080055202343,199.04434653660041,-1926.5523520568347
2022-01-17 00:00:00+00:00,43118.12109375,42250.55078125,41680.3203125,43179.390625,21690904261,-1697.4538330530559,183.2788152030232,-1880.732648256079
2022-01-18 00:00:00+00:00,42250.07421875,42375.6328125,41392.21484375,42534.40234375,22417209227,-1644.5848597320146,188.91823081925168,-1833.5030905512663
2022-01-19 00:00:00+00:00,42374.0390625,41744.328125,41242.9140625,42478.3046875,23091543258,-1634.7820795262742,158.97680881999395,-1793.7588883462681
2022-01-20 00:00:00+00:00,41744.02734375,40680.41796875,40672.82421875,43413.0234375,20382033940,-1693.3421692707634,80.33337526040395,-1773.6755445311674
2022-01-21 00:00:00+00:00,40699.60546875,36457.31640625,35791.42578125,41060.52734375,43011992031,-2056.810829534734,-226.508228002853,-1830.3026015318808
2022-01-22 00:00:00+00:00,36471.58984375,35030.25,34349.25,36688.8125,39714385405,-2431.9803384505503,-481.3421895349354,-1950.638148915615
2022-01-23 00:00:00+00:00,35047.359375,36276.8046875,34784.96875,36433.3125,26017975951,-2598.761427761223,-518.4986230764862,-2080.2628046847367
2022-01-24 00:00:00+00:00,36275.734375,36654.328125,33184.05859375,37247.51953125,41856658597,-2669.6990277594887,-471.5489784598012,-2198.1500492996875
2022-01-25 00:00:00+00:00,36654.8046875,36954.00390625,35779.4296875,37444.5703125,26428189594,-2670.9472386241177,-378.23775145954414,-2292.7094871645736
2022-01-26 00:00:00+00:00,36950.515625,36852.12109375,36374.90625,38825.41015625,31324598034,-2649.61444028587,-285.5239624970368,-2364.090477788833
2022-01-27 00:00:00+00:00,36841.87890625,37138.234375,35629.28125,37148.32421875,25041426629,-2579.8818215418214,-172.6330750023908,-2407.2487465394306
2022-01-28 00:00:00+00:00,37128.4453125,37784.33203125,36211.109375,37952.87890625,22238830523,-2444.3070870239317,-29.64667238760103,-2414.6604146363306
2022-01-29 00:00:00+00:00,37780.71484375,38138.1796875,37406.47265625,38576.26171875,17194183075,-2282.0050507973865,106.12429107115531,-2388.129341868542
2022-01-30 00:00:00+00:00,38151.91796875,37917.6015625,37437.7109375,38266.33984375,14643548444,-2146.43555602392,193.35502867569767,-2339.7905846996177
2022-01-31 00:00:00+00:00,37920.28125,38483.125,36733.57421875,38647.26171875,20734730465,-1970.6463550643748,295.31538370819453,-2265.9617387725693
2022-02-01 00:00:00+00:00,38481.765625,38743.2734375,38113.6640625,39115.1328125,20288500328,-1789.7096828873619,381.00164470816617,-2170.711327595528
2022-02-02 00:00:00+00:00,38743.71484375,36952.984375,36832.73046875,38834.6171875,19155189416,-1770.3697118610726,320.27329258756436,-2090.643004448637
2022-02-03 00:00:00+00:00,36944.8046875,37154.6015625,36375.5390625,37154.6015625,18591534769,-1718.958737132656,297.3474138527847,-2016.3061509854408
2022-02-04 00:00:00+00:00,37149.265625,41500.875,37093.62890625,41527.78515625,29412210792,-1312.3789387028955,563.1417698260364,-1875.520708528932
2022-02-05 00:00:00+00:00,41501.48046875,41441.1640625,41038.09765625,41847.1640625,19652846215,-983.6408929108875,713.5038524944357,-1697.1447454053232
2022-02-06 00:00:00+00:00,41441.12109375,42412.43359375,41244.90625,42500.78515625,16142097334,-637.392821573434,847.8015390655114,-1485.1943606389455
2022-02-07 00:00:00+00:00,42406.78125,43840.28515625,41748.15625,44401.86328125,28641855926,-244.94941800052038,992.1959541107401,-1237.1453721112605
2022-02-08 00:00:00+00:00,43854.65234375,44118.4453125,42807.8359375,45293.8671875,33079398868,87.5013456164379,1059.717374182159,-972.2160285657209
2022-02-09 00:00:00+00:00,44096.703125,44338.796875,43232.96875,44727.80078125,23245887300,364.54920419819973,1069.4121862111365,-704.8629820129368
2022-02-10 00:00:00+00:00,44347.80078125,43565.11328125,43402.80859375,45661.171875,32142048537,515.7367360164135,976.4797744234802,-460.7430384070667
2022-02-11 00:00:00+00:00,43571.12890625,42407.9375,42114.5390625,43810.83203125,26954925781,536.0008455062853,797.3951071306816,-261.39426162439634
2022-02-12 00:00:00+00:00,42412.30078125,42244.46875,41852.57421875,42992.55078125,18152390304,532.7287706563948,635.2984258246329,-102.56965516823811
2022-02-13 00:00:00+00:00,42236.56640625,42197.515625,41950.94140625,42693.0546875,14741589015,520.3486476753606,498.33464227487895,22.014005400481622
2022-02-14 00:00:00+00:00,42157.3984375,42586.91796875,41681.95703125,42775.77734375,20827783012,535.7826568335149,411.0149211464266,124.76773568708829
2022-02-15 00:00:00+00:00,42586.46484375,44575.203125,42491.03515625,44667.21875,22721659051,700.3786860818218,460.4887603157868,239.889925766035
2022-02-16 00:00:00+00:00,44578.27734375,43961.859375,43456.69140625,44578.27734375,19792547657,772.4264590133389,426.0292265978431,346.3972324154958
2022-02-17 00:00:00+00:00,43937.0703125,40538.01171875,40249.37109375,44132.97265625,26246662813,546.944115267208,160.43750628136968,386.5066089858383
2022-02-18 00:00:00+00:00,40552.1328125,40030.9765625,39637.6171875,40929.15234375,23310007704,323.6039290385743,-50.32214395781125,373.9260729963855
2022-02-19 00:00:00+00:00,40026.0234375,40122.15625,39713.05859375,40418.87890625,13736557863,152.20810089318547,-177.37437768256007,329.58247857574554
2022-02-20 00:00:00+00:00,40118.1015625,38431.37890625,38112.8125,40119.890625,18340576452,-118.68777024230076,-358.61619905443706,239.9284288121363
2022-02-21 00:00:00+00:00,38423.2109375,37075.28125,36950.4765625,39394.4375,29280402798,-437.75428835138155,-542.1461737308143,104.39188537943275
2022-02-22 00:00:00+00:00,37068.76953125,38286.02734375,36488.93359375,38359.85546875,25493150450,-586.1627917747173,-552.44374172332,-33.719050051397275
2022-02-23 00:00:00+00:00,38285.28125,37296.5703125,37201.81640625,39122.39453125,21849073843,-774.6883876417196,-592.7754700722578,-181.91291756946174
2022-02-24 00:00:00+00:00,37278.56640625,38332.609375,34459.21875,38968.83984375,46383802093,-830.9182781342024,-519.2042884517925,-311.7139896824099
2022-02-25 00:00:00+00:00,38333.74609375,39214.21875,38111.34375,39630.32421875,26545599159,-795.1760680854713,-386.76966272244914,-408.4064053630222
2022-02-26 00:00:00+00:00,39213.08203125,39105.1484375,38702.53515625,40005.34765625,17467554129,-766.8118422001644,-286.72434946971373,-480.08749273045066
2022-02-27 00:00:00+00:00,39098.69921875,37709.78515625,37268.9765625,39778.94140625,23450127612,-847.1615925925871,-293.65927988970907,-553.502312702878
2022-02-28 00:00:00+00:00,37706.0,43193.234375,37518.21484375,43760.45703125,35690014104,-463.03326456564537,72.37523850978619,-535.4085030754316
2022-03-01 00:00:00+00:00,43194.50390625,44354.63671875,42952.5859375,44793.6015625,32479047645,-64.15380903667392,377.00375523100615,-441.1575642676801
2022-03-02 00:00:00+00:00,44357.6171875,43924.1171875,43432.8515625,45077.578125,29183112630,214.74624404485076,524.7230466500247,-309.97680260517393
2022-03-03 00:00:00+00:00,43925.1953125,42451.7890625,41914.75,44021.578125,24967782593,313.3597543617725,498.6692455735572,-185.30949121178466
2022-03-04 00:00:00+00:00,42458.140625,39137.60546875,38805.84765625,42479.61328125,28516271427,122.67068226691481,246.38413878295958,-123.71345651604477
2022-03-05 00:00:00+00:00,39148.44921875,39400.5859375,38777.03515625,39566.3359375,16975917450,-7.149045454316365,93.25152884938274,-100.4005743036991
2022-03-06 00:00:00+00:00,39404.19921875,38419.984375,38211.6484375,39640.17578125,19745229902,-187.0028138062262,-69.28179160202166,-117.72102220420453
2022-03-07 00:00:00+00:00,38429.3046875,38062.0390625,37260.203125,39430.2265625,28546143503,-354.3368417023812,-189.29265559854133,-165.04418610383988
2022-03-08 00:00:00+00:00,38059.90234375,38737.26953125,37957.38671875,39304.44140625,25776583476,-427.5364348067451,-209.99379896232415,-217.54263584442094
2022-03-09 00:00:00+00:00,38742.81640625,41982.92578125,38706.09375,42465.671875,32284121034,-221.10158399328066,-2.847158519087742,-218.2544254741929
2022-03-10 00:00:00+00:00,41974.0703125,39437.4609375,38832.94140625,42004.7265625,31078064711,-259.9022259172925,-33.318240354479684,-226.58398556281284
2022-03-11 00:00:00+00:00,39439.96875,38794.97265625,38347.43359375,40081.6796875,26364890465,-338.59236694416177,-89.60670510507913,-248.98566183908264
2022-03-12 00:00:00+00:00,38794.46484375,38904.01171875,38772.53515625,39308.59765625,14616450657,-387.6873115726921,-110.96131978688754,-276.7259917858046
2022-03-13 00:00:00+00:00,38884.7265625,37849.6640625,37728.14453125,39209.3515625,17300745310,-505.84142810133926,-183.29234905242777,-322.5490790489115
2022-03-14 00:00:00+00:00,37846.31640625,39666.75390625,37680.734375,39742.5,24322159070,-447.69470647162234,-100.11650193816865,-347.5782045334537
2022-03-15 00:00:00+00:00,39664.25,39338.78515625,38310.2109375,39794.62890625,23934000868,-423.19897349709936,-60.49661517091653,-362.70235832618283
2022-03-16 00:00:00+00:00,39335.5703125,41143.9296875,39022.34765625,41465.453125,39616916192,-255.18424604130996,86.01448982789827,-341.19873586920824
2022-03-17 00:00:00+00:00,41140.84375,40951.37890625,40662.87109375,41287.53515625,22009601093,-136.00086951849516,164.15829308057044,-300.1591625990656
2022-03-18 00:00:00+00:00,40944.83984375,41801.15625,40302.3984375,42195.74609375,34421564942,26.714793293038383,261.4991647136832,-234.78437142064482
2022-03-19 00:00:00+00:00,41794.6484375,42190.65234375,41602.66796875,42316.5546875,19664853187,184.96504607081442,335.7995339931674,-150.83448792235296
2022-03-20 00:00:00+00:00,42191.40625,41247.82421875,41004.7578125,42241.1640625,20127946682,231.63106267937837,305.9724404813851,-74.34137780200669
2022-03-21 00:00:00+00:00,41246.1328125,41077.99609375,40668.04296875,41454.41015625,24615543271,252.00554363845004,261.0775371523654,-9.071993513915345
2022-03-22 00:00:00+00:00,41074.10546875,42358.80859375,40948.28125,43124.70703125,32004652376,367.26967494669225,301.07333476848606,66.19634017820617
2022-03-23 00:00:00+00:00,42364.37890625,42892.95703125,41877.5078125,42893.5078125,25242943069,496.00105289535713,343.84377017372077,152.15728272163636
2022-03-24 00:00:00+00:00,42886.65234375,43960.93359375,42726.1640625,44131.85546875,31042992291,676.4012479788289,419.395172205754,257.0060757730749
2022-03-25 00:00:00+00:00,43964.546875,44348.73046875,43706.28515625,44999.4921875,30574413034,840.9675190786511,467.16915464446095,373.79836443419015
2022-03-26 00:00:00+00:00,44349.859375,44500.828125,44166.2734375,44735.99609375,16950455995,972.4506781987075,478.92185101161385,493.5288271870936
2022-03-27 00:00:00+00:00,44505.35546875,46820.4921875,44437.29296875,46827.546875,28160889722,1249.4269169315376,604.7184717955552,644.7084451359824
2022-03-28 00:00:00+00:00,46821.8515625,47128.00390625,46690.203125,48086.8359375,36362175703,1476.7234585520491,665.6120107328534,811.1114478191957
2022-03-29 00:00:00+00:00,47100.4375,47465.73046875,47100.4375,48022.2890625,31397059069,1664.9171875020038,683.0445917462464,981.8725957557574
2022-03-30 00:00:00+00:00,47456.8984375,47062.6640625,46746.2109375,47655.1484375,29333883962,1761.2355559812859,623.4903681804226,1137.7451878008633
2022-03-31 00:00:00+00:00,47062.1484375,45538.67578125,45390.5390625,47512.02734375,33327427106,1695.0558899780808,445.8485617417739,1249.207328236307
2022-04-01 00:00:00+00:00,45554.1640625,46281.64453125,44403.140625,46616.2421875,38162644287,1683.1570104601633,347.1597457790849,1335.9972646810784
2022-04-02 00:00:00+00:00,46285.5,45868.94921875,45782.51171875,47028.28125,29336594194,1621.7316866445835,228.58753757080422,1393.1441490737793
2022-04-03 00:00:00+00:00,45859.12890625,46453.56640625,45634.10546875,47313.4765625,25414397610,1601.761289078022,166.89371200339406,1434.867577074628
2022-04-04 00:00:00+00:00,46445.2734375,46622.67578125,45235.81640625,46791.08984375,32499785455,1581.3514828469197,117.18712461783343,1464.1643582290862
2022-04-05 00:00:00+00:00,46624.5078125,45555.9921875,45544.80859375,47106.140625,29640604055,1462.248225667594,-1.532906049193798,1463.7811317167877
2022-04-06 00:00:00+00:00,45544.35546875,43206.73828125,43193.953125,45544.35546875,39393395788,1164.865040476754,-239.13287299202716,1403.9979134687812
2022-04-07 00:00:00+00:00,43207.5,43503.84765625,42899.90625,43860.69921875,26101973106,942.2987339542815,-369.3593436115998,1311.6580775658813
2022-04-08 00:00:00+00:00,43505.13671875,42287.6640625,42183.2890625,43903.01953125,27215995394,660.1674808075695,-521.1924774066495,1181.359958214219
2022-04-09 00:00:00+00:00,42282.078125,42782.13671875,42183.25390625,42786.81640625,16050772496,471.0463122503643,-568.2509167710837,1039.297229021448
2022-04-10 00:00:00+00:00,42781.08984375,42207.671875,42021.20703125,43376.37890625,17654475582,271.68015205882693,-614.0936615700969,885.7738136289238
2022-04-11 00:00:00+00:00,42201.0390625,39521.90234375,39373.05859375,42424.58984375,33949912166,-101.86389790102112,-790.110169223956,688.2462713229348
2022-04-12 00:00:00+00:00,39533.71484375,40127.18359375,39388.328125,40617.5859375,30991500854,-345.08122880517476,-826.6620001024877,481.58077129731294
2022-04-13 00:00:00+00:00,40123.5703125,41166.73046875,39712.74609375,41430.0546875,27691105228,-448.77675183485553,-744.2860185057348,295.50926667087924
2022-04-14 00:00:00+00:00,41160.21875,39935.515625,39695.74609375,41451.48046875,24342001973,-623.1219867374894,-734.9050027266949,111.78301598920552
2022-04-15 00:00:00+00:00,39939.40234375,40553.46484375,39866.83203125,40617.72265625,21756855753,-703.3210566129201,-652.0832580817005,-51.23779853121958
2022-04-16 00:00:00+00:00,40552.31640625,40424.484375,40078.42578125,40633.6796875,16833150693,-768.4290711835492,-573.7530181218638,-194.67605306168554
2022-04-17 00:00:00+00:00,40417.77734375,39716.953125,39620.89453125,40570.7265625,19087633042,-867.1238367738333,-537.9582269697182,-329.1656098041151
2022-04-18 00:00:00+00:00,39721.203125,40826.21484375,38696.19140625,40986.3203125,33705182072,-846.0789281277684,-413.5306546589227,-432.54827346884576
2022-04-19 00:00:00+00:00,40828.17578125,41502.75,40618.6328125,41672.9609375,25303206547,-765.9802102782633,-266.7455494475339,-499.23466083072935
2022-04-20 00:00:00+00:00,41501.74609375,41374.37890625,40961.09765625,42126.30078125,27819532341,-704.7361144813185,-164.40116292047128,-540.3349515608472
2022-04-21 00:00:00+00:00,41371.515625,40527.36328125,40063.828125,42893.58203125,35372786395,-716.2898657574187,-140.7639313572572,-575.5259344001615
2022-04-22 00:00:00+00:00,40525.86328125,39740.3203125,39315.41796875,40777.7578125,28011716745,-779.9631571047212,-163.54977816364772,-616.4133789410735
2022-04-23 00:00:00+00:00,39738.72265625,39486.73046875,39352.203125,39935.859375,16138021249,-841.1905591477043,-179.8217441653046,-661.3688149823997
2022-04-24 00:00:00+00:00,39478.375,39469.29296875,39233.5390625,39845.92578125,17964398167,-880.965554376271,-175.67739151509704,-705.288162861174
2022-04-25 00:00:00+00:00,39472.60546875,40458.30859375,38338.37890625,40491.75390625,35445730570,-823.1929730952179,-94.32384818723506,-728.8691249079828
2022-04-26 00:00:00+00:00,40448.421875,38117.4609375,37884.984375,40713.890625,34569088416,-955.2827241787891,-181.13087941664503,-774.151844762144
2022-04-27 00:00:00+00:00,38120.30078125,39241.12109375,37997.3125,39397.91796875,30981015184,-958.2487249658661,-147.2775041629776,-810.9712208028885
2022-04-28 00:00:00+00:00,39241.4296875,39773.828125,38941.421875,40269.46484375,33903704907,-907.1571535743642,-76.94874621718054,-830.2084073571837
2022-04-29 00:00:00+00:00,39768.6171875,38609.82421875,38235.53515625,39887.26953125,30882994649,-949.6451838536814,-95.54942119719817,-854.0957626564832
2022-04-30 00:00:00+00:00,38605.859375,37714.875,37697.94140625,38771.2109375,23895713731,-1043.503319797841,-151.5260457130862,-891.9772740847548
2022-05-01 00:00:00+00:00,37713.265625,38469.09375,37585.7890625,38627.859375,27002760110,-1044.9815223774713,-122.40339863417307,-922.5781237432982
2022-05-02 00:00:00+00:00,38472.1875,38529.328125,38156.5625,39074.97265625,32922642426,-1029.426015596524,-85.47831348258046,-943.9477021139435
2022-05-03 00:00:00+00:00,38528.109375,37750.453125,37585.62109375,38629.99609375,27326943244,-1067.639780761354,-98.95366291792823,-968.6861178434257
2022-05-04 00:00:00+00:00,37748.01171875,39698.37109375,37732.05859375,39902.94921875,36754404490,-930.0230376624386,30.930464144789767,-960.9535018072283
2022-05-05 00:00:00+00:00,39695.74609375,36575.140625,35856.515625,39789.28125,43106256317,-1060.7516890076004,-79.8385497602975,-980.9131392473029
2022-05-06 00:00:00+00:00,36573.18359375,36040.921875,35482.1328125,36624.359375,37795577489,-1193.7018239474419,-170.23094776011123,-1023.4708761873306
2022-05-07 00:00:00+00:00,36042.50390625,35501.953125,34940.82421875,36129.92578125,24375896406,-1327.256253613159,-243.0283019406627,-1084.2279516724964
2022-05-08 00:00:00+00:00,35502.94140625,34059.265625,33878.96484375,35502.94140625,36763041910,-1531.85366997675,-358.100574643403,-1173.7530953333471
2022-05-09 00:00:00+00:00,34060.015625,30296.953125,30296.953125,34222.07421875,63355494961,-1974.8212620567501,-640.8545333787224,-1333.9667286780277
2022-05-10 00:00:00+00:00,30273.654296875,31022.90625,29944.802734375,32596.30859375,59811038817,-2241.4597671102383,-725.9944307457683,-1515.46533636447
2022-05-11 00:00:00+00:00,31016.18359375,28936.35546875,28170.4140625,32013.40234375,70388855818,-2591.269373082512,-860.6432293744338,-1730.6261437080784
2022-05-12 00:00:00+00:00,28936.734375,29047.751953125,26350.490234375,30032.439453125,66989173272,-2826.920263645319,-877.0352959497923,-1949.884967695527
2022-05-13 00:00:00+00:00,29030.91015625,29283.103515625,28782.330078125,30924.802734375,42841124537,-2960.5569305974277,-808.5375703215204,-2152.0193602759073
2022-05-14 00:00:00+00:00,29285.642578125,30101.265625,28702.91015625,30192.802734375,28579868620,-2966.252989363642,-651.3869032701878,-2314.866086093454
2022-05-15 00:00:00+00:00,30098.5859375,31305.11328125,29527.740234375,31308.19140625,25835372065,-2840.8788293301805,-420.8101945893809,-2420.0686347407996
2022-05-16 00:00:00+00:00,31304.375,29862.91796875,29251.884765625,31305.341796875,32613897286,-2825.323443072273,-324.20384666517884,-2501.1195964070944
2022-05-17 00:00:00+00:00,29862.408203125,30425.857421875,29570.302734375,30694.490234375,29101473475,-2736.031905520387,-187.92984729063437,-2548.102058229753
2022-05-18 00:00:00+00:00,30424.478515625,28720.271484375,28720.271484375,30618.716796875,31285268319,-2770.9524348683954,-178.28030131091418,-2592.672133557481
2022-05-19 00:00:00+00:00,28720.359375,30314.333984375,28708.955078125,30430.751953125,33773447707,-2639.5723375214693,-37.520163171190234,-2602.052174350279
2022-05-20 00:00:00+00:00,30311.119140625,29200.740234375,28793.60546875,30664.9765625,30749382605,-2595.3923058391556,5.327894808899146,-2600.7202006480547
2022-05-21 00:00:00+00:00,29199.859375,29432.2265625,29027.39453125,29588.869140625,17274840442,-2512.7350547750757,70.38811669838333,-2583.123171473459
2022-05-22 00:00:00+00:00,29432.47265625,30323.72265625,29275.18359375,30425.861328125,21631532270,-2348.223445411193,187.91978084981292,-2536.143226261006
2022-05-23 00:00:00+00:00,30309.396484375,29098.91015625,28975.560546875,30590.5859375,31483454557,-2290.278042685517,196.6921468603914,-2486.9701895459084
2022-05-24 00:00:00+00:00,29101.125,29655.5859375,28786.58984375,29774.35546875,26616506245,-2174.372003382661,250.07854893059766,-2424.450552313259
2022-05-25 00:00:00+00:00,29653.134765625,29562.361328125,29384.94921875,30157.78515625,27525063551,-2066.2199812763465,286.58445682953015,-2352.8044381058767
2022-05-26 00:00:00+00:00,29564.77734375,29267.224609375,28261.90625,29834.16015625,36774325352,-1981.4824944406173,297.0575549322075,-2278.540049372825
2022-05-27 00:00:00+00:00,29251.140625,28627.57421875,28326.61328125,29346.943359375,36582005748,-1943.5379704517618,268.00166313685077,-2211.5396335886126
2022-05-28 00:00:00+00:00,28622.625,28814.900390625,28554.56640625,28814.900390625,35519577634,-1876.7173756049197,267.8578063869545,-2144.575181991874
2022-05-29 00:00:00+00:00,29019.8671875,29445.95703125,28841.107421875,29498.009765625,18093886409,-1752.6372644288458,313.55033405042286,-2066.1875984792687
2022-05-30 00:00:00+00:00,29443.365234375,31726.390625,29303.572265625,31949.630859375,39277993274,-1453.5354973173453,490.1216809295388,-1943.657178246884
2022-05-31 00:00:00+00:00,31723.865234375,31792.310546875,31286.154296875,32249.86328125,33538210634,-1197.3734296323564,597.0269988916223,-1794.4004285239787
2022-06-01 00:00:00+00:00,31792.5546875,29799.080078125,29501.587890625,31957.28515625,41135817341,-1142.035511663973,521.8919334880047,-1663.9274451519777
2022-06-02 00:00:00+00:00,29794.890625,30467.48828125,29652.705078125,30604.734375,29083562061,-1032.3446308222046,505.26625146381866,-1537.6108822860233
2022-06-03 00:00:00+00:00,30467.806640625,29704.390625,29375.689453125,30633.03515625,26175547452,-995.5137579453512,433.6776994725378,-1429.191457417889
2022-06-04 00:00:00+00:00,29706.138671875,29832.9140625,29500.005859375,29930.564453125,16588370958,-945.0601929227996,387.30501159607184,-1332.3652045188715
2022-06-05 00:00:00+00:00,29835.1171875,29906.662109375,29574.44921875,30117.744140625,17264085441,-888.8780947308005,354.78968783045684,-1243.6677825612574
